ts,kwd_no
2025-11-13 16:08:55,B221
2025-11-13 16:08:55,B247
2025-11-13 16:08:55,B248
2025-11-13 16:08:55,B249
2025-11-13 16:08:55,B304
2025-11-13 16:08:55,B305
2025-11-13 16:08:55,B306
2025-11-13 16:08:55,B307
2025-11-13 16:08:55,B308
2025-11-13 16:08:55,B309
2025-11-13 16:08:55,B310
2025-11-13 16:08:55,B311
2025-11-13 16:08:55,B312
2025-11-13 16:08:55,B313
2025-11-13 16:08:55,B314
2025-11-13 16:08:55,B315
2025-11-13 16:08:55,B316
2025-11-13 16:08:55,B332
2025-11-13 16:08:55,B341
2025-11-13 16:08:55,B342
2025-11-13 16:08:55,B343
2025-11-13 16:08:55,B344
2025-11-13 16:08:55,B345
2025-11-13 16:08:55,B346
2025-11-13 16:08:55,B347
2025-11-13 16:08:55,B348
2025-11-13 16:08:55,B349
2025-11-13 16:08:55,B353
2025-11-13 16:08:55,F081
2025-11-13 16:08:55,F175
2025-11-13 16:08:55,F187
2025-11-13 16:08:55,F292
2025-11-13 16:08:55,F293
2025-11-13 16:08:55,F294
2025-11-13 16:08:55,F295
2025-11-13 16:08:55,F394
2025-11-13 16:08:55,G007
2025-11-13 16:08:55,G010
2025-11-13 16:08:55,G020
2025-11-13 16:08:55,G077
2025-11-13 16:08:55,G094
2025-11-13 16:08:55,G095
2025-11-13 16:08:55,G109
2025-11-13 16:08:55,I014
2025-11-13 16:08:55,I049
2025-11-13 16:08:55,I050
2025-11-13 16:08:55,I051
2025-11-13 16:08:55,I052
2025-11-13 16:08:55,I053
2025-11-13 16:08:55,I095
2025-11-13 16:08:55,I096
2025-11-13 16:08:55,I100
2025-11-13 16:08:55,I111
2025-11-13 16:08:55,I123
2025-11-13 16:08:55,I144
2025-11-13 16:08:55,I149
2025-11-13 16:08:55,I178
2025-11-13 16:08:55,I182
2025-11-13 16:08:55,I183
2025-11-13 16:08:55,I184
2025-11-13 16:08:55,I185
2025-11-13 16:08:55,I186
2025-11-13 16:08:55,I187
2025-11-13 16:08:55,I188
2025-11-13 16:08:55,I189
2025-11-13 16:08:55,I190
2025-11-13 16:08:55,I191
2025-11-13 16:08:55,I192
2025-11-13 16:08:55,I204
2025-11-13 16:08:55,I205
2025-11-13 16:08:55,I216
2025-11-13 16:08:55,I231
2025-11-13 16:08:55,I242
2025-11-13 16:08:55,I243
2025-11-13 16:08:55,I244
2025-11-13 16:08:55,I254
2025-11-13 16:08:55,I258
2025-11-13 16:08:55,I259
2025-11-13 16:08:55,I260
2025-11-13 16:08:55,I261
2025-11-13 16:08:55,JP023
2025-11-13 16:08:55,JP024
2025-11-13 16:08:55,JP025
2025-11-13 16:08:55,JP026
2025-11-13 16:08:55,JP027
2025-11-13 16:08:55,JP032
2025-11-13 16:08:55,JP033
2025-11-13 16:08:55,JP059
2025-11-13 16:08:55,JP060
2025-11-13 16:08:55,JP061
2025-11-13 16:08:55,JP062
2025-11-13 16:08:55,JP063
2025-11-13 16:08:55,JP064
2025-11-13 16:08:55,JP065
2025-11-13 16:08:55,JP066
2025-11-13 16:08:55,US005
2025-11-13 16:08:55,US012
2025-11-13 16:13:25,B036
2025-11-13 16:13:25,B037
2025-11-13 16:13:25,B110
2025-11-13 16:13:25,B111
2025-11-13 16:13:25,B112
2025-11-13 16:13:25,B113
2025-11-13 16:13:25,B114
2025-11-13 16:13:25,B115
2025-11-13 16:13:25,B141
2025-11-13 16:13:25,B160
2025-11-13 16:13:25,B168
2025-11-13 16:13:25,B169
2025-11-13 16:13:25,B174
2025-11-13 16:13:25,B180
2025-11-13 16:13:25,B199
2025-11-13 16:13:25,B200
2025-11-13 16:13:25,B201
2025-11-13 16:13:25,B202
2025-11-13 16:13:25,B203
2025-11-13 16:13:25,B214
2025-11-13 16:13:25,B220
2025-11-13 16:13:25,B221
2025-11-13 16:13:25,B247
2025-11-13 16:13:25,B248
2025-11-13 16:13:25,B249
2025-11-13 16:13:25,B304
2025-11-13 16:13:25,B305
2025-11-13 16:13:25,B306
2025-11-13 16:13:25,B307
2025-11-13 16:13:25,B308
2025-11-13 16:13:25,B309
2025-11-13 16:13:25,B310
2025-11-13 16:13:25,B311
2025-11-13 16:13:25,B312
2025-11-13 16:13:25,B313
2025-11-13 16:13:25,B314
2025-11-13 16:13:25,B315
2025-11-13 16:13:25,B316
2025-11-13 16:13:25,B332
2025-11-13 16:13:25,B341
2025-11-13 16:13:25,B342
2025-11-13 16:13:25,B343
2025-11-13 16:13:25,B344
2025-11-13 16:13:25,B345
2025-11-13 16:13:25,B346
2025-11-13 16:13:25,B347
2025-11-13 16:13:25,B348
2025-11-13 16:13:25,B349
2025-11-13 16:13:25,B353
2025-11-13 16:13:25,F081
2025-11-13 16:13:25,F175
2025-11-13 16:13:25,F187
2025-11-13 16:13:25,F292
2025-11-13 16:13:25,F293
2025-11-13 16:13:25,F294
2025-11-13 16:13:25,F295
2025-11-13 16:13:25,F394
2025-11-13 16:13:25,G007
2025-11-13 16:13:25,G010
2025-11-13 16:13:25,G020
2025-11-13 16:13:25,G077
2025-11-13 16:13:25,G094
2025-11-13 16:13:25,G095
2025-11-13 16:13:25,G109
2025-11-13 16:13:25,I014
2025-11-13 16:13:25,I049
2025-11-13 16:13:25,I050
2025-11-13 16:13:25,I051
2025-11-13 16:13:25,I052
2025-11-13 16:13:25,I053
2025-11-13 16:13:25,I095
2025-11-13 16:13:25,I096
2025-11-13 16:13:25,I100
2025-11-13 16:13:25,I111
2025-11-13 16:13:25,I123
2025-11-13 16:13:25,I144
2025-11-13 16:13:25,I149
2025-11-13 16:13:25,I178
2025-11-13 16:13:25,I182
2025-11-13 16:13:25,I183
2025-11-13 16:13:25,I184
2025-11-13 16:13:25,I185
2025-11-13 16:13:25,I186
2025-11-13 16:13:25,I187
2025-11-13 16:13:25,I188
2025-11-13 16:13:25,I189
2025-11-13 16:13:25,I190
2025-11-13 16:13:25,I191
2025-11-13 16:13:25,I192
2025-11-13 16:13:25,I204
2025-11-13 16:13:25,I205
2025-11-13 16:13:25,I216
2025-11-13 16:13:25,I231
2025-11-13 16:13:25,I242
2025-11-13 16:13:25,I243
2025-11-13 16:13:25,I244
2025-11-13 16:13:25,I254
2025-11-13 16:13:25,I258
2025-11-13 16:13:25,I259
2025-11-13 16:13:25,I260
2025-11-13 16:13:25,I261
2025-11-13 16:13:25,JP023
2025-11-13 16:13:25,JP024
2025-11-13 16:13:25,JP025
2025-11-13 16:13:25,JP026
2025-11-13 16:13:25,JP027
2025-11-13 16:13:25,JP032
2025-11-13 16:13:25,JP033
2025-11-13 16:13:25,JP059
2025-11-13 16:13:25,JP060
2025-11-13 16:13:25,JP061
2025-11-13 16:13:25,JP062
2025-11-13 16:13:25,JP063
2025-11-13 16:13:25,JP064
2025-11-13 16:13:25,JP065
2025-11-13 16:13:25,JP066
2025-11-13 16:13:25,US005
2025-11-13 16:13:25,US012
2025-11-13 16:16:14,B036
2025-11-13 16:16:14,B037
2025-11-13 16:16:14,B110
2025-11-13 16:16:14,B111
2025-11-13 16:16:14,B112
2025-11-13 16:16:14,B113
2025-11-13 16:16:14,B114
2025-11-13 16:16:14,B115
2025-11-13 16:16:14,B141
2025-11-13 16:16:14,B160
2025-11-13 16:16:14,B168
2025-11-13 16:16:14,B169
2025-11-13 16:16:14,B174
2025-11-13 16:16:14,B180
2025-11-13 16:16:14,B199
2025-11-13 16:16:14,B200
2025-11-13 16:16:14,B201
2025-11-13 16:16:14,B202
2025-11-13 16:16:14,B203
2025-11-13 16:16:14,B214
2025-11-13 16:16:14,B220
2025-11-13 16:16:14,B221
2025-11-13 16:16:14,B247
2025-11-13 16:16:14,B248
2025-11-13 16:16:14,B249
2025-11-13 16:16:14,B304
2025-11-13 16:16:14,B305
2025-11-13 16:16:14,B306
2025-11-13 16:16:14,B307
2025-11-13 16:16:14,B308
2025-11-13 16:16:14,B309
2025-11-13 16:16:14,B310
2025-11-13 16:16:14,B311
2025-11-13 16:16:14,B312
2025-11-13 16:16:14,B313
2025-11-13 16:16:14,B314
2025-11-13 16:16:14,B315
2025-11-13 16:16:14,B316
2025-11-13 16:16:14,B332
2025-11-13 16:16:14,B341
2025-11-13 16:16:14,B342
2025-11-13 16:16:14,B343
2025-11-13 16:16:14,B344
2025-11-13 16:16:14,B345
2025-11-13 16:16:14,B346
2025-11-13 16:16:14,B347
2025-11-13 16:16:14,B348
2025-11-13 16:16:14,B349
2025-11-13 16:16:14,B353
2025-11-13 16:16:14,F081
2025-11-13 16:16:14,F175
2025-11-13 16:16:14,F187
2025-11-13 16:16:14,F292
2025-11-13 16:16:14,F293
2025-11-13 16:16:14,F294
2025-11-13 16:16:14,F295
2025-11-13 16:16:14,F394
2025-11-13 16:16:14,G007
2025-11-13 16:16:14,G010
2025-11-13 16:16:14,G020
2025-11-13 16:16:14,G077
2025-11-13 16:16:14,G094
2025-11-13 16:16:14,G095
2025-11-13 16:16:14,G109
2025-11-13 16:16:14,I014
2025-11-13 16:16:14,I049
2025-11-13 16:16:14,I050
2025-11-13 16:16:14,I051
2025-11-13 16:16:14,I052
2025-11-13 16:16:14,I053
2025-11-13 16:16:14,I095
2025-11-13 16:16:14,I096
2025-11-13 16:16:14,I100
2025-11-13 16:16:14,I111
2025-11-13 16:16:14,I123
2025-11-13 16:16:14,I144
2025-11-13 16:16:14,I149
2025-11-13 16:16:14,I178
2025-11-13 16:16:14,I182
2025-11-13 16:16:14,I183
2025-11-13 16:16:14,I184
2025-11-13 16:16:14,I185
2025-11-13 16:16:14,I186
2025-11-13 16:16:14,I187
2025-11-13 16:16:14,I188
2025-11-13 16:16:14,I189
2025-11-13 16:16:14,I190
2025-11-13 16:16:14,I191
2025-11-13 16:16:14,I192
2025-11-13 16:16:14,I204
2025-11-13 16:16:14,I205
2025-11-13 16:16:14,I216
2025-11-13 16:16:14,I231
2025-11-13 16:16:14,I242
2025-11-13 16:16:14,I243
2025-11-13 16:16:14,I244
2025-11-13 16:16:14,I254
2025-11-13 16:16:14,I258
2025-11-13 16:16:14,I259
2025-11-13 16:16:14,I260
2025-11-13 16:16:14,I261
2025-11-13 16:16:14,JP023
2025-11-13 16:16:14,JP024
2025-11-13 16:16:14,JP025
2025-11-13 16:16:14,JP026
2025-11-13 16:16:14,JP027
2025-11-13 16:16:14,JP032
2025-11-13 16:16:14,JP033
2025-11-13 16:16:14,JP059
2025-11-13 16:16:14,JP060
2025-11-13 16:16:14,JP061
2025-11-13 16:16:14,JP062
2025-11-13 16:16:14,JP063
2025-11-13 16:16:14,JP064
2025-11-13 16:16:14,JP065
2025-11-13 16:16:14,JP066
2025-11-13 16:16:14,US005
2025-11-13 16:16:14,US012
2025-11-13 16:16:31,B118
2025-11-13 16:16:31,B244
2025-11-13 16:16:41,B118
2025-11-13 16:16:41,B244
2025-11-13 16:16:42,B118
2025-11-13 16:16:42,B244
2025-11-13 16:16:52,B036
2025-11-13 16:16:52,B037
2025-11-13 16:16:52,B110
2025-11-13 16:16:52,B111
2025-11-13 16:16:52,B112
2025-11-13 16:16:52,B113
2025-11-13 16:16:52,B114
2025-11-13 16:16:52,B115
2025-11-13 16:16:52,B141
2025-11-13 16:16:52,B160
2025-11-13 16:16:52,B168
2025-11-13 16:16:52,B169
2025-11-13 16:16:52,B174
2025-11-13 16:16:52,B180
2025-11-13 16:16:52,B199
2025-11-13 16:16:52,B200
2025-11-13 16:16:52,B201
2025-11-13 16:16:52,B202
2025-11-13 16:16:52,B203
2025-11-13 16:16:52,B214
2025-11-13 16:16:52,B220
2025-11-13 16:16:52,B221
2025-11-13 16:16:52,B247
2025-11-13 16:16:52,B248
2025-11-13 16:16:52,B249
2025-11-13 16:16:52,B304
2025-11-13 16:16:52,B305
2025-11-13 16:16:52,B306
2025-11-13 16:16:52,B307
2025-11-13 16:16:52,B308
2025-11-13 16:16:52,B309
2025-11-13 16:16:52,B310
2025-11-13 16:16:52,B311
2025-11-13 16:16:52,B312
2025-11-13 16:16:52,B313
2025-11-13 16:16:52,B314
2025-11-13 16:16:52,B315
2025-11-13 16:16:52,B316
2025-11-13 16:16:52,B332
2025-11-13 16:16:52,B341
2025-11-13 16:16:52,B342
2025-11-13 16:16:52,B343
2025-11-13 16:16:52,B344
2025-11-13 16:16:52,B345
2025-11-13 16:16:52,B346
2025-11-13 16:16:52,B347
2025-11-13 16:16:52,B348
2025-11-13 16:16:52,B349
2025-11-13 16:16:52,B353
2025-11-13 16:16:52,F081
2025-11-13 16:16:52,F175
2025-11-13 16:16:52,F187
2025-11-13 16:16:52,F292
2025-11-13 16:16:52,F293
2025-11-13 16:16:52,F294
2025-11-13 16:16:52,F295
2025-11-13 16:16:52,F394
2025-11-13 16:16:52,G007
2025-11-13 16:16:52,G010
2025-11-13 16:16:52,G020
2025-11-13 16:16:52,G077
2025-11-13 16:16:52,G094
2025-11-13 16:16:52,G095
2025-11-13 16:16:52,G109
2025-11-13 16:16:52,I014
2025-11-13 16:16:52,I049
2025-11-13 16:16:52,I050
2025-11-13 16:16:52,I051
2025-11-13 16:16:52,I052
2025-11-13 16:16:52,I053
2025-11-13 16:16:52,I095
2025-11-13 16:16:52,I096
2025-11-13 16:16:52,I100
2025-11-13 16:16:52,I111
2025-11-13 16:16:52,I123
2025-11-13 16:16:52,I144
2025-11-13 16:16:52,I149
2025-11-13 16:16:52,I178
2025-11-13 16:16:52,I182
2025-11-13 16:16:52,I183
2025-11-13 16:16:52,I184
2025-11-13 16:16:52,I185
2025-11-13 16:16:52,I186
2025-11-13 16:16:52,I187
2025-11-13 16:16:52,I188
2025-11-13 16:16:52,I189
2025-11-13 16:16:52,I190
2025-11-13 16:16:52,I191
2025-11-13 16:16:52,I192
2025-11-13 16:16:52,I204
2025-11-13 16:16:52,I205
2025-11-13 16:16:52,I216
2025-11-13 16:16:52,I231
2025-11-13 16:16:52,I242
2025-11-13 16:16:52,I243
2025-11-13 16:16:52,I244
2025-11-13 16:16:52,I254
2025-11-13 16:16:52,I258
2025-11-13 16:16:52,I259
2025-11-13 16:16:52,I260
2025-11-13 16:16:52,I261
2025-11-13 16:16:52,JP023
2025-11-13 16:16:52,JP024
2025-11-13 16:16:52,JP025
2025-11-13 16:16:52,JP026
2025-11-13 16:16:52,JP027
2025-11-13 16:16:52,JP032
2025-11-13 16:16:52,JP033
2025-11-13 16:16:52,JP059
2025-11-13 16:16:52,JP060
2025-11-13 16:16:52,JP061
2025-11-13 16:16:52,JP062
2025-11-13 16:16:52,JP063
2025-11-13 16:16:52,JP064
2025-11-13 16:16:52,JP065
2025-11-13 16:16:52,JP066
2025-11-13 16:16:52,US005
2025-11-13 16:16:52,US012
2025-11-13 16:19:47,B036
2025-11-13 16:19:47,B037
2025-11-13 16:19:47,B110
2025-11-13 16:19:47,B111
2025-11-13 16:19:47,B112
2025-11-13 16:19:47,B113
2025-11-13 16:19:47,B114
2025-11-13 16:19:47,B115
2025-11-13 16:19:47,B141
2025-11-13 16:19:47,B160
2025-11-13 16:19:47,B168
2025-11-13 16:19:47,B169
2025-11-13 16:19:47,B174
2025-11-13 16:19:47,B180
2025-11-13 16:19:47,B199
2025-11-13 16:19:47,B200
2025-11-13 16:19:47,B201
2025-11-13 16:19:47,B202
2025-11-13 16:19:47,B203
2025-11-13 16:19:47,B214
2025-11-13 16:19:47,B220
2025-11-13 16:19:47,B221
2025-11-13 16:19:47,B247
2025-11-13 16:19:47,B248
2025-11-13 16:19:47,B249
2025-11-13 16:19:47,B304
2025-11-13 16:19:47,B305
2025-11-13 16:19:47,B306
2025-11-13 16:19:47,B307
2025-11-13 16:19:47,B308
2025-11-13 16:19:47,B309
2025-11-13 16:19:47,B310
2025-11-13 16:19:47,B311
2025-11-13 16:19:47,B312
2025-11-13 16:19:47,B313
2025-11-13 16:19:47,B314
2025-11-13 16:19:47,B315
2025-11-13 16:19:47,B316
2025-11-13 16:19:47,B332
2025-11-13 16:19:47,B341
2025-11-13 16:19:47,B342
2025-11-13 16:19:47,B343
2025-11-13 16:19:47,B344
2025-11-13 16:19:47,B345
2025-11-13 16:19:47,B346
2025-11-13 16:19:47,B347
2025-11-13 16:19:47,B348
2025-11-13 16:19:47,B349
2025-11-13 16:19:47,B353
2025-11-13 16:19:47,F081
2025-11-13 16:19:47,F175
2025-11-13 16:19:47,F187
2025-11-13 16:19:47,F292
2025-11-13 16:19:47,F293
2025-11-13 16:19:47,F294
2025-11-13 16:19:47,F295
2025-11-13 16:19:47,F394
2025-11-13 16:19:47,G007
2025-11-13 16:19:47,G010
2025-11-13 16:19:47,G020
2025-11-13 16:19:47,G077
2025-11-13 16:19:47,G094
2025-11-13 16:19:47,G095
2025-11-13 16:19:47,G109
2025-11-13 16:19:47,I014
2025-11-13 16:19:47,I049
2025-11-13 16:19:47,I050
2025-11-13 16:19:47,I051
2025-11-13 16:19:47,I052
2025-11-13 16:19:47,I053
2025-11-13 16:19:47,I095
2025-11-13 16:19:47,I096
2025-11-13 16:19:47,I100
2025-11-13 16:19:47,I111
2025-11-13 16:19:47,I123
2025-11-13 16:19:47,I144
2025-11-13 16:19:47,I149
2025-11-13 16:19:47,I178
2025-11-13 16:19:47,I182
2025-11-13 16:19:47,I183
2025-11-13 16:19:47,I184
2025-11-13 16:19:47,I185
2025-11-13 16:19:47,I186
2025-11-13 16:19:47,I187
2025-11-13 16:19:47,I188
2025-11-13 16:19:47,I189
2025-11-13 16:19:47,I190
2025-11-13 16:19:47,I191
2025-11-13 16:19:47,I192
2025-11-13 16:19:47,I204
2025-11-13 16:19:47,I205
2025-11-13 16:19:47,I216
2025-11-13 16:19:47,I231
2025-11-13 16:19:47,I242
2025-11-13 16:19:47,I243
2025-11-13 16:19:47,I244
2025-11-13 16:19:47,I254
2025-11-13 16:19:47,I258
2025-11-13 16:19:47,I259
2025-11-13 16:19:47,I260
2025-11-13 16:19:47,I261
2025-11-13 16:19:47,JP023
2025-11-13 16:19:47,JP024
2025-11-13 16:19:47,JP025
2025-11-13 16:19:47,JP026
2025-11-13 16:19:47,JP027
2025-11-13 16:19:47,JP032
2025-11-13 16:19:47,JP033
2025-11-13 16:19:47,JP059
2025-11-13 16:19:47,JP060
2025-11-13 16:19:47,JP061
2025-11-13 16:19:47,JP062
2025-11-13 16:19:47,JP063
2025-11-13 16:19:47,JP064
2025-11-13 16:19:47,JP065
2025-11-13 16:19:47,JP066
2025-11-13 16:19:47,US005
2025-11-13 16:19:47,US012
2025-11-13 16:22:52,B036
2025-11-13 16:22:52,B037
2025-11-13 16:22:52,B110
2025-11-13 16:22:52,B111
2025-11-13 16:22:52,B112
2025-11-13 16:22:52,B113
2025-11-13 16:22:52,B114
2025-11-13 16:22:52,B115
2025-11-13 16:22:52,B141
2025-11-13 16:22:52,B160
2025-11-13 16:22:52,B168
2025-11-13 16:22:52,B169
2025-11-13 16:22:52,B174
2025-11-13 16:22:52,B180
2025-11-13 16:22:52,B199
2025-11-13 16:22:52,B200
2025-11-13 16:22:52,B201
2025-11-13 16:22:52,B202
2025-11-13 16:22:52,B203
2025-11-13 16:22:52,B214
2025-11-13 16:22:52,B220
2025-11-13 16:22:52,B221
2025-11-13 16:22:52,B247
2025-11-13 16:22:52,B248
2025-11-13 16:22:52,B249
2025-11-13 16:22:52,B304
2025-11-13 16:22:52,B305
2025-11-13 16:22:52,B306
2025-11-13 16:22:52,B307
2025-11-13 16:22:52,B308
2025-11-13 16:22:52,B309
2025-11-13 16:22:52,B310
2025-11-13 16:22:52,B311
2025-11-13 16:22:52,B312
2025-11-13 16:22:52,B313
2025-11-13 16:22:52,B314
2025-11-13 16:22:52,B315
2025-11-13 16:22:52,B316
2025-11-13 16:22:52,B332
2025-11-13 16:22:52,B341
2025-11-13 16:22:52,B342
2025-11-13 16:22:52,B343
2025-11-13 16:22:52,B344
2025-11-13 16:22:52,B345
2025-11-13 16:22:52,B346
2025-11-13 16:22:52,B347
2025-11-13 16:22:52,B348
2025-11-13 16:22:52,B349
2025-11-13 16:22:52,B353
2025-11-13 16:22:52,F081
2025-11-13 16:22:52,F175
2025-11-13 16:22:52,F187
2025-11-13 16:22:52,F292
2025-11-13 16:22:52,F293
2025-11-13 16:22:52,F294
2025-11-13 16:22:52,F295
2025-11-13 16:22:52,F394
2025-11-13 16:22:52,G007
2025-11-13 16:22:52,G010
2025-11-13 16:22:52,G020
2025-11-13 16:22:52,G077
2025-11-13 16:22:52,G094
2025-11-13 16:22:52,G095
2025-11-13 16:22:52,G109
2025-11-13 16:22:52,I014
2025-11-13 16:22:52,I049
2025-11-13 16:22:52,I050
2025-11-13 16:22:52,I051
2025-11-13 16:22:52,I052
2025-11-13 16:22:52,I053
2025-11-13 16:22:52,I095
2025-11-13 16:22:52,I096
2025-11-13 16:22:52,I100
2025-11-13 16:22:52,I111
2025-11-13 16:22:52,I123
2025-11-13 16:22:52,I144
2025-11-13 16:22:52,I149
2025-11-13 16:22:52,I178
2025-11-13 16:22:52,I182
2025-11-13 16:22:52,I183
2025-11-13 16:22:52,I184
2025-11-13 16:22:52,I185
2025-11-13 16:22:52,I186
2025-11-13 16:22:52,I187
2025-11-13 16:22:52,I188
2025-11-13 16:22:52,I189
2025-11-13 16:22:52,I190
2025-11-13 16:22:52,I191
2025-11-13 16:22:52,I192
2025-11-13 16:22:52,I204
2025-11-13 16:22:52,I205
2025-11-13 16:22:52,I216
2025-11-13 16:22:52,I231
2025-11-13 16:22:52,I242
2025-11-13 16:22:52,I243
2025-11-13 16:22:52,I244
2025-11-13 16:22:52,I254
2025-11-13 16:22:52,I258
2025-11-13 16:22:52,I259
2025-11-13 16:22:52,I260
2025-11-13 16:22:52,I261
2025-11-13 16:22:52,JP023
2025-11-13 16:22:52,JP024
2025-11-13 16:22:52,JP025
2025-11-13 16:22:52,JP026
2025-11-13 16:22:52,JP027
2025-11-13 16:22:52,JP032
2025-11-13 16:22:52,JP033
2025-11-13 16:22:52,JP059
2025-11-13 16:22:52,JP060
2025-11-13 16:22:52,JP061
2025-11-13 16:22:52,JP062
2025-11-13 16:22:52,JP063
2025-11-13 16:22:52,JP064
2025-11-13 16:22:52,JP065
2025-11-13 16:22:52,JP066
2025-11-13 16:22:52,US005
2025-11-13 16:22:52,US012
2025-11-13 16:27:36,B036
2025-11-13 16:27:36,B037
2025-11-13 16:27:36,B110
2025-11-13 16:27:36,B111
2025-11-13 16:27:36,B112
2025-11-13 16:27:36,B113
2025-11-13 16:27:36,B114
2025-11-13 16:27:36,B115
2025-11-13 16:27:36,B141
2025-11-13 16:27:36,B160
2025-11-13 16:27:36,B168
2025-11-13 16:27:36,B169
2025-11-13 16:27:36,B174
2025-11-13 16:27:36,B180
2025-11-13 16:27:36,B199
2025-11-13 16:27:36,B200
2025-11-13 16:27:36,B201
2025-11-13 16:27:36,B202
2025-11-13 16:27:36,B203
2025-11-13 16:27:36,B214
2025-11-13 16:27:36,B220
2025-11-13 16:27:36,B221
2025-11-13 16:27:36,B247
2025-11-13 16:27:36,B248
2025-11-13 16:27:36,B249
2025-11-13 16:27:36,B304
2025-11-13 16:27:36,B305
2025-11-13 16:27:36,B306
2025-11-13 16:27:36,B307
2025-11-13 16:27:36,B308
2025-11-13 16:27:36,B309
2025-11-13 16:27:36,B310
2025-11-13 16:27:36,B311
2025-11-13 16:27:36,B312
2025-11-13 16:27:36,B313
2025-11-13 16:27:36,B314
2025-11-13 16:27:36,B315
2025-11-13 16:27:36,B316
2025-11-13 16:27:36,B332
2025-11-13 16:27:36,B341
2025-11-13 16:27:36,B342
2025-11-13 16:27:36,B343
2025-11-13 16:27:36,B344
2025-11-13 16:27:36,B345
2025-11-13 16:27:36,B346
2025-11-13 16:27:36,B347
2025-11-13 16:27:36,B348
2025-11-13 16:27:36,B349
2025-11-13 16:27:36,B353
2025-11-13 16:27:36,F081
2025-11-13 16:27:36,F175
2025-11-13 16:27:36,F187
2025-11-13 16:27:36,F292
2025-11-13 16:27:36,F293
2025-11-13 16:27:36,F294
2025-11-13 16:27:36,F295
2025-11-13 16:27:36,F394
2025-11-13 16:27:36,G007
2025-11-13 16:27:36,G010
2025-11-13 16:27:36,G020
2025-11-13 16:27:36,G077
2025-11-13 16:27:36,G094
2025-11-13 16:27:36,G095
2025-11-13 16:27:36,G109
2025-11-13 16:27:36,I014
2025-11-13 16:27:36,I049
2025-11-13 16:27:36,I050
2025-11-13 16:27:36,I051
2025-11-13 16:27:36,I052
2025-11-13 16:27:36,I053
2025-11-13 16:27:36,I095
2025-11-13 16:27:36,I096
2025-11-13 16:27:36,I100
2025-11-13 16:27:36,I111
2025-11-13 16:27:36,I123
2025-11-13 16:27:36,I144
2025-11-13 16:27:36,I149
2025-11-13 16:27:36,I178
2025-11-13 16:27:36,I182
2025-11-13 16:27:36,I183
2025-11-13 16:27:36,I184
2025-11-13 16:27:36,I185
2025-11-13 16:27:36,I186
2025-11-13 16:27:36,I187
2025-11-13 16:27:36,I188
2025-11-13 16:27:36,I189
2025-11-13 16:27:36,I190
2025-11-13 16:27:36,I191
2025-11-13 16:27:36,I192
2025-11-13 16:27:36,I204
2025-11-13 16:27:36,I205
2025-11-13 16:27:36,I216
2025-11-13 16:27:36,I231
2025-11-13 16:27:36,I242
2025-11-13 16:27:36,I243
2025-11-13 16:27:36,I244
2025-11-13 16:27:36,I254
2025-11-13 16:27:36,I258
2025-11-13 16:27:36,I259
2025-11-13 16:27:36,I260
2025-11-13 16:27:36,I261
2025-11-13 16:27:36,JP023
2025-11-13 16:27:36,JP024
2025-11-13 16:27:36,JP025
2025-11-13 16:27:36,JP026
2025-11-13 16:27:36,JP027
2025-11-13 16:27:36,JP032
2025-11-13 16:27:36,JP033
2025-11-13 16:27:36,JP059
2025-11-13 16:27:36,JP060
2025-11-13 16:27:36,JP061
2025-11-13 16:27:36,JP062
2025-11-13 16:27:36,JP063
2025-11-13 16:27:36,JP064
2025-11-13 16:27:36,JP065
2025-11-13 16:27:36,JP066
2025-11-13 16:27:36,US005
2025-11-13 16:27:36,US012
2025-11-13 16:33:02,B036
2025-11-13 16:33:02,B037
2025-11-13 16:33:02,B110
2025-11-13 16:33:02,B111
2025-11-13 16:33:02,B112
2025-11-13 16:33:02,B113
2025-11-13 16:33:02,B114
2025-11-13 16:33:02,B115
2025-11-13 16:33:02,B141
2025-11-13 16:33:02,B160
2025-11-13 16:33:02,B168
2025-11-13 16:33:02,B169
2025-11-13 16:33:02,B174
2025-11-13 16:33:02,B180
2025-11-13 16:33:02,B199
2025-11-13 16:33:02,B200
2025-11-13 16:33:02,B201
2025-11-13 16:33:02,B202
2025-11-13 16:33:02,B203
2025-11-13 16:33:02,B214
2025-11-13 16:33:02,B220
2025-11-13 16:33:02,B221
2025-11-13 16:33:02,B247
2025-11-13 16:33:02,B248
2025-11-13 16:33:02,B249
2025-11-13 16:33:02,B304
2025-11-13 16:33:02,B305
2025-11-13 16:33:02,B306
2025-11-13 16:33:02,B307
2025-11-13 16:33:02,B308
2025-11-13 16:33:02,B309
2025-11-13 16:33:02,B310
2025-11-13 16:33:02,B311
2025-11-13 16:33:02,B312
2025-11-13 16:33:02,B313
2025-11-13 16:33:02,B314
2025-11-13 16:33:02,B315
2025-11-13 16:33:02,B316
2025-11-13 16:33:02,B332
2025-11-13 16:33:02,B341
2025-11-13 16:33:02,B342
2025-11-13 16:33:02,B343
2025-11-13 16:33:02,B344
2025-11-13 16:33:02,B345
2025-11-13 16:33:02,B346
2025-11-13 16:33:02,B347
2025-11-13 16:33:02,B348
2025-11-13 16:33:02,B349
2025-11-13 16:33:02,B353
2025-11-13 16:33:02,F081
2025-11-13 16:33:02,F175
2025-11-13 16:33:02,F187
2025-11-13 16:33:02,F292
2025-11-13 16:33:02,F293
2025-11-13 16:33:02,F294
2025-11-13 16:33:02,F295
